EventID,SportID,VenueID,Event,Year,Season
4236,13,8,"Wrestling Men's Super-Heavyweight, Freestyle",1996,Summer
4237,5,16,Athletics Men's Long Jump,1936,Summer
4238,9,12,Gymnastics Men's Individual All-Around,1906,Summer
4239,25,1,Tennis Men's Doubles,1992,Summer
4240,21,7,Taekwondo Women's Heavyweight,2000,Summer
4241,21,12,Taekwondo Women's Heavyweight,2004,Summer
4242,5,4,Athletics Men's Standing High Jump,1900,Summer
4243,5,4,Athletics Men's Standing Long Jump,1900,Summer
4244,5,4,Athletics Men's Standing Triple Jump,1900,Summer
4245,16,12,Rowing Men's Coxed Pairs (1 kilometres),1906,Summer
4246,13,2,"Wrestling Men's Featherweight, Freestyle",2012,Summer
4247,8,16,Sailing Mixed Two Person Keelboat,1936,Summer
4248,16,19,Rowing Men's Coxless Fours,1928,Summer
4249,6,5,Swimming Women's 400 metres Individual Medley,1984,Summer
4250,5,19,Athletics Men's Hammer Throw,1928,Summer
4251,13,16,"Wrestling Men's Bantamweight, Greco-Roman",1936,Summer
4252,19,3,"Shooting Men's Military Pistol, 30 metres",1920,Summer
4253,22,12,Cycling Men's Sprint,2004,Summer
4254,22,12,Cycling Men's Keirin,2004,Summer
4255,22,12,Cycling Men's Team Sprint,2004,Summer
4256,22,11,Cycling Women's Keirin,2016,Summer
4257,13,17,"Wrestling Men's Welterweight, Greco-Roman",1956,Summer
4258,13,11,"Wrestling Men's Featherweight, Greco-Roman",2016,Summer
4259,13,7,"Wrestling Men's Heavyweight, Freestyle",2000,Summer
4260,13,16,"Wrestling Men's Welterweight, Greco-Roman",1936,Summer
4261,22,8,Cycling Men's Sprint,1996,Summer
4262,13,2,"Wrestling Men's Welterweight, Freestyle",2012,Summer
4263,12,7,Weightlifting Men's Featherweight,2000,Summer
4264,12,12,Weightlifting Men's Featherweight,2004,Summer
4265,16,16,Rowing Men's Double Sculls,1936,Summer
4266,22,2,Cycling Men's Sprint,1948,Summer
4267,24,8,"Canoeing Men's Canadian Doubles, 1,000 metres",1996,Summer
4268,14,23,Water Polo Men's Water Polo,1904,Summer
4269,24,18,"Canoeing Men's Kayak Singles, 1,000 metres",1960,Summer
4270,16,5,Rowing Men's Quadruple Sculls,1984,Summer
4271,25,3,Tennis Mixed Doubles,1920,Summer
4272,22,1,"Cycling Women's Individual Pursuit, 3,000 metres",1992,Summer
4273,5,5,Athletics Men's 110 metres Hurdles,1932,Summer
4274,8,8,Sailing Mixed Two Person Keelboat,1996,Summer
4275,16,8,Rowing Men's Single Sculls,1996,Summer
4276,6,20,Swimming Women's 100 metres Backstroke,1976,Summer
4277,6,20,Swimming Women's 200 metres Backstroke,1976,Summer
4278,6,21,Swimming Women's 100 metres Backstroke,1980,Summer
4279,19,2,Shooting Men's Trap,1908,Summer
4280,19,2,"Shooting Men's Trap, Team",1908,Summer
4281,16,5,Rowing Men's Coxless Fours,1984,Summer
4282,12,2,Weightlifting Women's Light-Heavyweight,2012,Summer
4283,24,10,"Canoeing Women's Kayak Fours, 500 metres",2008,Summer
4284,29,4,"Archery Men's Au Cordon Dore, 50 metres",1900,Summer
4285,22,19,Cycling Men's Sprint,1928,Summer
4286,5,15,Athletics Women's Heptathlon,1988,Summer
4287,19,17,"Shooting Men's Rapid-Fire Pistol, 25 metres",1956,Summer
4288,47,3,Figure Skating Men's Singles,1920,Summer
4289,47,3,Figure Skating Mixed Pairs,1920,Summer
4290,24,11,"Canoeing Men's Kayak Singles, 200 metres",2016,Summer
4291,24,11,"Canoeing Men's Kayak Doubles, 200 metres",2016,Summer
4292,30,5,Volleyball Women's Volleyball,1984,Summer
4293,6,3,Swimming Women's 100 metres Freestyle,1920,Summer
4294,6,3,Swimming Women's 300 metres Freestyle,1920,Summer
4295,6,11,Swimming Men's 200 metres Backstroke,2016,Summer
4296,5,19,"Athletics Men's 10,000 metres",1928,Summer
4297,18,7,"Equestrianism Mixed Three-Day Event, Team",2000,Summer
4298,6,1,Swimming Women's 200 metres Breaststroke,1992,Summer
4299,6,1,Swimming Women's 200 metres Individual Medley,1992,Summer
4300,13,21,"Wrestling Men's Super-Heavyweight, Greco-Roman",1980,Summer
4301,13,15,"Wrestling Men's Super-Heavyweight, Greco-Roman",1988,Summer
4302,5,5,Athletics Women's Discus Throw,1984,Summer
4303,5,5,Athletics Men's Discus Throw,1984,Summer
4304,5,5,Athletics Men's Hammer Throw,1984,Summer
4305,12,5,Weightlifting Men's Light-Heavyweight,1984,Summer
4306,13,23,"Wrestling Men's Welterweight, Freestyle",1904,Summer
4307,5,2,Athletics Men's Javelin Throw,1908,Summer
4308,18,10,"Equestrianism Mixed Dressage, Team",2008,Summer
4309,16,6,Rowing Men's Double Sculls,1952,Summer
4310,5,14,Athletics Women's Javelin Throw,1972,Summer
4311,5,20,Athletics Women's Javelin Throw,1976,Summer
4312,5,2,Athletics Women's 80 metres Hurdles,1948,Summer
4313,5,2,Athletics Women's High Jump,1948,Summer
4314,5,2,Athletics Women's Long Jump,1948,Summer
4315,6,1,Swimming Women's 100 metres Breaststroke,1992,Summer
4316,12,16,Weightlifting Men's Heavyweight,1936,Summer
4317,16,21,Rowing Women's Coxless Pairs,1980,Summer
4318,20,4,Boxing Men's Middleweight,1924,Summer
4319,24,18,"Canoeing Men's Canadian Doubles, 1,000 metres",1960,Summer
4320,23,2,Diving Women's Platform,1948,Summer
4321,5,13,Athletics Men's Shot Put,1968,Summer
4322,22,11,"Cycling Men's Team Pursuit, 4,000 metres",2016,Summer
4323,12,10,Weightlifting Women's Lightweight,2008,Summer
4324,12,2,Weightlifting Women's Lightweight,2012,Summer
4325,22,18,"Cycling Men's Tandem Sprint, 2,000 metres",1960,Summer
4326,25,11,Tennis Mixed Doubles,2016,Summer
4327,37,7,Beach Volleyball Women's Beach Volleyball,2000,Summer
4328,16,15,Rowing Women's Single Sculls,1988,Summer
4329,16,20,Rowing Women's Coxed Fours,1976,Summer
4330,13,12,"Wrestling Men's Middleweight, Greco-Roman",1906,Summer
4331,21,11,Taekwondo Men's Welterweight,2016,Summer
4332,16,4,Rowing Men's Coxless Pairs,1924,Summer
4333,20,7,Boxing Men's Lightweight,2000,Summer
4334,17,8,"Fencing Men's epee, Individual",1996,Summer
4335,17,8,"Fencing Men's epee, Team",1996,Summer
4336,16,7,Rowing Men's Double Sculls,2000,Summer
4337,12,5,Weightlifting Men's Featherweight,1984,Summer
4338,9,11,Gymnastics Women's Horse Vault,2016,Summer
4339,20,3,Boxing Men's Lightweight,1920,Summer
4340,20,4,Boxing Men's Light-Heavyweight,1924,Summer
4341,26,11,Modern Pentathlon Men's Individual,2016,Summer
4342,13,12,"Wrestling Women's Flyweight, Freestyle",2004,Summer
4343,17,11,"Fencing Women's epee, Individual",2016,Summer
4344,17,11,"Fencing Women's epee, Team",2016,Summer
4345,25,23,Tennis Men's Singles,1904,Summer
4346,25,23,Tennis Men's Doubles,1904,Summer
4347,5,17,Athletics Men's Long Jump,1956,Summer
4348,24,7,"Canoeing Men's Canadian Singles, Slalom",2000,Summer
4349,24,12,"Canoeing Men's Canadian Singles, Slalom",2004,Summer
4350,24,10,"Canoeing Men's Canadian Singles, Slalom",2008,Summer
4351,22,10,Cycling Men's Madison,2008,Summer
4352,5,2,Athletics Men's 5 mile,1908,Summer
4353,10,5,"Art Competitions Mixed Sculpturing, Statues",1932,Summer
4354,24,10,"Canoeing Men's Canadian Doubles, Slalom",2008,Summer
4355,2,1,Judo Women's Middleweight,1992,Summer
4356,17,4,"Fencing Men's Foil, Individual",1900,Summer
4357,5,21,Athletics Men's Pole Vault,1980,Summer
4358,25,2,Tennis Men's Doubles,2012,Summer
4359,6,22,Swimming Women's 400 metres Freestyle,1964,Summer
4360,6,22,Swimming Women's 400 metres Individual Medley,1964,Summer
4361,12,3,Weightlifting Men's Middleweight,1920,Summer
4362,13,21,"Wrestling Men's Bantamweight, Freestyle",1980,Summer
4363,5,12,Athletics Men's Marathon,1896,Summer
4364,8,9,Sailing Mixed 10 metres,1912,Summer
4365,13,6,"Wrestling Men's Middleweight, Greco-Roman",1952,Summer
4366,22,7,"Cycling Women's Road Race, Individual",2000,Summer
4367,16,12,Rowing Women's Single Sculls,2004,Summer
4368,24,22,"Canoeing Men's Kayak Doubles, 1,000 metres",1964,Summer
4369,2,7,Judo Women's Heavyweight,2000,Summer
4370,20,5,Boxing Men's Lightweight,1984,Summer
4371,16,4,Rowing Men's Single Sculls,1924,Summer
4372,24,2,"Canoeing Men's Kayak Singles, 1,000 metres",2012,Summer
4373,24,2,"Canoeing Men's Canadian Singles, 200 metres",2012,Summer
4374,24,11,"Canoeing Men's Canadian Singles, 200 metres",2016,Summer
4375,8,21,Sailing Mixed Two Person Keelboat,1980,Summer
4376,6,8,Swimming Men's 50 metres Freestyle,1996,Summer
4377,2,8,Judo Men's Half-Heavyweight,1996,Summer
4378,20,6,Boxing Men's Heavyweight,1952,Summer
4379,12,13,Weightlifting Men's Featherweight,1968,Summer
4380,23,2,Diving Men's Springboard,2012,Summer
4381,26,2,Modern Pentathlon Men's Individual,2012,Summer
4382,19,3,"Shooting Men's Running Target, Double Shot, Team",1920,Summer
4383,23,10,Diving Women's Synchronized Platform,2008,Summer
4384,23,11,Diving Women's Synchronized Platform,2016,Summer
4385,8,3,Sailing Mixed 30 metres,1920,Summer
4386,8,21,Sailing Mixed Two Person Dinghy,1980,Summer
4387,7,8,Badminton Women's Doubles,1996,Summer
4388,5,6,Athletics Men's Javelin Throw,1952,Summer
4389,13,2,"Wrestling Women's Flyweight, Freestyle",2012,Summer
4390,21,7,Taekwondo Women's Welterweight,2000,Summer
4391,19,17,"Shooting Men's Free Pistol, 50 metres",1956,Summer
4392,5,3,Athletics Men's Hammer Throw,1920,Summer
4393,6,22,Swimming Men's 200 metres Backstroke,1964,Summer
4394,6,22,Swimming Men's 4 x 100 metres Medley Relay,1964,Summer
4395,5,2,Athletics Men's Hammer Throw,1948,Summer
4396,5,4,"Athletics Men's 1,500 metres",1900,Summer
4397,5,4,"Athletics Men's 4,000 metres Steeplechase",1900,Summer
4398,5,4,"Athletics Men's 5,000 metres, Team",1900,Summer
4399,24,2,"Canoeing Men's Canadian Doubles, 1,000 metres",1948,Summer
4400,22,14,"Cycling Men's 1,000 metres Time Trial",1972,Summer
4401,5,5,"Athletics Women's 1,500 metres",1984,Summer
4402,16,16,Rowing Men's Coxless Pairs,1936,Summer
4403,13,14,"Wrestling Men's Welterweight, Greco-Roman",1972,Summer
4404,6,5,Swimming Women's 200 metres Freestyle,1984,Summer
4405,6,5,Swimming Women's 200 metres Individual Medley,1984,Summer
4406,22,5,"Cycling Men's Individual Pursuit, 4,000 metres",1984,Summer
4407,17,10,"Fencing Women's epee, Individual",2008,Summer
4408,17,2,"Fencing Women's Foil, Individual",2012,Summer
4409,17,2,"Fencing Women's Foil, Team",2012,Summer
4410,24,11,"Canoeing Men's Canadian Singles, Slalom",2016,Summer
4411,13,3,"Wrestling Men's Featherweight, Greco-Roman",1920,Summer
4412,22,4,Cycling Men's Points Race,1900,Summer
4413,8,17,Sailing Mixed Two Person Heavyweight Dinghy,1956,Summer
4414,8,11,Sailing Men's One Person Heavyweight Dinghy,2016,Summer
4415,5,13,Athletics Women's Discus Throw,1968,Summer
4416,5,14,Athletics Women's Discus Throw,1972,Summer
4417,7,12,Badminton Mixed Doubles,2004,Summer
4418,16,3,Rowing Men's Single Sculls,1920,Summer
4419,41,4,Polo Men's Polo,1900,Summer
4420,6,12,Swimming Women's 800 metres Freestyle,2004,Summer
4421,8,7,Sailing Men's Two Person Dinghy,2000,Summer
4422,16,12,Rowing Women's Quadruple Sculls,2004,Summer
4423,6,3,Swimming Women's 4 x 100 metres Freestyle Relay,1920,Summer
4424,22,5,"Cycling Men's Road Race, Team",1932,Summer
4425,20,16,Boxing Men's Flyweight,1936,Summer
4426,12,4,Weightlifting Men's Light-Heavyweight,1924,Summer
4427,22,12,"Cycling Men's 1,000 metres Time Trial",2004,Summer
4428,5,5,Athletics Men's 200 metres,1932,Summer
4429,6,21,Swimming Women's 100 metres Freestyle,1980,Summer
4430,20,5,Boxing Men's Light-Heavyweight,1932,Summer
4431,9,2,Gymnastics Women's Horse Vault,2012,Summer
4432,20,23,Boxing Men's Heavyweight,1904,Summer
4433,20,8,Boxing Men's Super-Heavyweight,1996,Summer
4434,19,6,"Shooting Men's Running Target, Single And Double Shot",1952,Summer
4435,5,18,Athletics Women's Discus Throw,1960,Summer
4436,6,10,Swimming Women's 10 kilometres Open Water,2008,Summer
4437,12,15,Weightlifting Men's Super-Heavyweight,1988,Summer
4438,20,4,Boxing Men's Flyweight,1924,Summer
4439,24,2,"Canoeing Men's Canadian Singles, 1,000 metres",2012,Summer
4440,16,17,Rowing Men's Double Sculls,1956,Summer
4441,2,5,Judo Men's Middleweight,1984,Summer
4442,13,6,"Wrestling Men's Welterweight, Freestyle",1952,Summer
4443,22,4,Cycling Men's Sprint,1924,Summer
4444,16,15,Rowing Men's Double Sculls,1988,Summer
4445,2,1,Judo Women's Half-Lightweight,1992,Summer
4446,5,9,"Athletics Men's 5,000 metres",1912,Summer
4447,16,12,Rowing Men's Coxed Pairs (1 mile),1906,Summer
4448,13,6,"Wrestling Men's Featherweight, Freestyle",1952,Summer
4449,5,17,Athletics Men's 110 metres Hurdles,1956,Summer
4450,6,19,Swimming Women's 100 metres Backstroke,1928,Summer
4451,19,8,Shooting Women's Double Trap,1996,Summer
4452,6,7,Swimming Men's 200 metres Breaststroke,2000,Summer
4453,16,10,Rowing Men's Single Sculls,2008,Summer
4454,16,19,Rowing Men's Single Sculls,1928,Summer
4455,22,19,"Cycling Men's Tandem Sprint, 2,000 metres",1928,Summer
4456,23,5,Diving Women's Springboard,1984,Summer
4457,8,11,Sailing Men's Windsurfer,2016,Summer
4458,17,3,"Fencing Men's Foil, Individual",1920,Summer
4459,37,8,Beach Volleyball Women's Beach Volleyball,1996,Summer
4460,17,14,"Fencing Men's Foil, Team",1972,Summer
4461,16,12,Rowing Men's Quadruple Sculls,2004,Summer
4462,10,5,Art Competitions Mixed Unknown Event,1932,Summer
4463,5,11,Athletics Women's Hammer Throw,2016,Summer
4464,13,19,"Wrestling Men's Lightweight, Freestyle",1928,Summer
4465,20,4,Boxing Men's Heavyweight,1924,Summer
4466,22,11,Cycling Women's Omnium,2016,Summer
4467,17,2,"Fencing Men's Sabre, Team",1908,Summer
4468,5,22,Athletics Men's 800 metres,1964,Summer
4469,5,18,Athletics Women's 80 metres Hurdles,1960,Summer
4470,8,2,Sailing Women's Three Person Keelboat,2012,Summer
4471,6,4,Swimming Men's 200 metres Obstacle Course,1900,Summer
4472,6,4,Swimming Men's 200 metres Team Swimming,1900,Summer
4473,13,8,"Wrestling Men's Light-Flyweight, Freestyle",1996,Summer
4474,5,17,Athletics Women's 80 metres Hurdles,1956,Summer
4475,13,22,"Wrestling Men's Bantamweight, Greco-Roman",1964,Summer
4476,6,19,Swimming Men's 100 metres Backstroke,1928,Summer
4477,5,21,Athletics Women's 800 metres,1980,Summer
4478,5,2,Athletics Women's Hammer Throw,2012,Summer
4479,5,4,Athletics Men's Marathon,1900,Summer
4480,10,2,"Art Competitions Mixed Literature, Unknown Event",1948,Summer
4481,5,16,Athletics Men's 200 metres,1936,Summer
4482,23,10,Diving Men's Springboard,2008,Summer
4483,13,1,"Wrestling Men's Middleweight, Freestyle",1992,Summer
4484,20,2,Boxing Men's Heavyweight,2012,Summer
4485,5,16,"Athletics Men's 3,000 metres Steeplechase",1936,Summer
4486,8,3,Sailing Mixed 12 foot,1920,Summer
4487,10,5,Art Competitions Mixed Music,1932,Summer
4488,20,1,Boxing Men's Light-Middleweight,1992,Summer
4489,6,5,Swimming Women's 100 metres Butterfly,1984,Summer
4490,6,5,Swimming Women's 200 metres Butterfly,1984,Summer
4491,24,2,"Canoeing Men's Canadian Doubles, 1,000 metres",2012,Summer
4492,2,12,Judo Women's Lightweight,2004,Summer
4493,16,2,Rowing Men's Coxless Pairs,2012,Summer
4494,8,18,Sailing Mixed Two Person Keelboat,1960,Summer
4495,8,20,Sailing Mixed Multihull,1976,Summer
4496,10,16,"Art Competitions Mixed Music, Instrumental And Chamber",1936,Summer
4497,10,2,"Art Competitions Mixed Music, Vocals",1948,Summer
4498,8,5,Sailing Mixed 8 metres,1932,Summer
4499,16,10,Rowing Women's Coxless Pairs,2008,Summer
4500,12,4,Weightlifting Men's Lightweight,1924,Summer
4501,10,2,"Art Competitions Mixed Literature, Dramatic Works",1948,Summer
4502,12,20,Weightlifting Men's Featherweight,1976,Summer
4503,13,15,"Wrestling Men's Heavyweight, Freestyle",1988,Summer
4504,48,2,Jeu De Paume Men's Singles,1908,Summer
4505,6,2,Swimming Men's 400 metres Freestyle,2012,Summer
4506,13,17,"Wrestling Men's Featherweight, Greco-Roman",1956,Summer
4507,12,19,Weightlifting Men's Light-Heavyweight,1928,Summer
4508,16,8,Rowing Women's Quadruple Sculls,1996,Summer
4509,16,5,Rowing Men's Single Sculls,1984,Summer
4510,5,22,Athletics Women's Pentathlon,1964,Summer
4511,6,21,Swimming Women's 200 metres Breaststroke,1980,Summer
4512,16,1,Rowing Men's Single Sculls,1992,Summer
4513,5,22,Athletics Men's 20 kilometres Walk,1964,Summer
4514,19,1,"Shooting Women's Air Rifle, 10 metres",1992,Summer
4515,19,1,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",1992,Summer
4516,8,4,Sailing Mixed 10-20 Ton,1900,Summer
4517,5,23,Athletics Men's Standing High Jump,1904,Summer
4518,5,23,Athletics Men's Standing Long Jump,1904,Summer
4519,5,23,Athletics Men's Discus Throw,1904,Summer
4520,22,23,Cycling Men's 1/3 mile,1904,Summer
4521,22,23,Cycling Men's 1 mile,1904,Summer
4522,22,23,Cycling Men's 2 mile,1904,Summer
4523,12,6,Weightlifting Men's Bantamweight,1952,Summer
4524,10,2,"Art Competitions Mixed Sculpturing, Medals And Plaques",1948,Summer
4525,22,21,"Cycling Men's Individual Pursuit, 4,000 metres",1980,Summer
4526,22,21,"Cycling Men's Team Pursuit, 4,000 metres",1980,Summer
4527,10,19,"Art Competitions Mixed Literature, Lyric Works",1928,Summer
4528,8,2,Sailing Mixed 7 metres,1908,Summer
4529,5,20,Athletics Men's 110 metres Hurdles,1976,Summer
4530,16,20,Rowing Men's Single Sculls,1976,Summer
4531,20,19,Boxing Men's Featherweight,1928,Summer
4532,16,21,Rowing Women's Coxed Fours,1980,Summer
4533,13,16,"Wrestling Men's Featherweight, Greco-Roman",1936,Summer
4534,6,16,Swimming Women's 400 metres Freestyle,1936,Summer
4535,13,15,"Wrestling Men's Flyweight, Freestyle",1988,Summer
4536,5,2,Athletics Women's Shot Put,1948,Summer
4537,5,21,Athletics Women's Javelin Throw,1980,Summer
4538,17,7,"Fencing Men's Foil, Team",2000,Summer
4539,16,20,Rowing Men's Quadruple Sculls,1976,Summer
4540,12,2,Weightlifting Men's Light-Heavyweight,1948,Summer
4541,16,12,Rowing Women's Lightweight Double Sculls,2004,Summer
4542,16,10,Rowing Women's Lightweight Double Sculls,2008,Summer
4543,5,8,"Athletics Women's 1,500 metres",1996,Summer
4544,9,5,Gymnastics Men's Horizontal Bar,1932,Summer
4545,20,19,Boxing Men's Bantamweight,1928,Summer
4546,8,21,Sailing Mixed Multihull,1980,Summer
4547,5,2,"Athletics Men's 1,600 metres Medley Relay",1908,Summer
4548,8,2,Sailing Men's Two Person Keelboat,2012,Summer
4549,46,4,"Croquet Mixed Singles, Two Balls",1900,Summer
4550,5,21,Athletics Men's Hammer Throw,1980,Summer
4551,5,20,"Athletics Men's 5,000 metres",1976,Summer
4552,6,18,Swimming Men's 400 metres Freestyle,1960,Summer
4553,16,2,Rowing Men's Single Sculls,1908,Summer
4554,10,3,Art Competitions Mixed Literature,1920,Summer
4555,24,16,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",1936,Summer
4556,5,23,Athletics Men's 60 metres,1904,Summer
4557,5,23,Athletics Men's 100 metres,1904,Summer
4558,5,23,Athletics Men's 400 metres,1904,Summer
4559,10,5,"Art Competitions Mixed Painting, Drawings And Water Colors",1932,Summer
4560,6,1,Swimming Women's 50 metres Freestyle,1992,Summer
4561,16,18,Rowing Men's Coxless Pairs,1960,Summer
4562,16,22,Rowing Men's Coxless Pairs,1964,Summer
4563,5,12,"Athletics Men's 1,500 metres",1896,Summer
4564,12,5,Weightlifting Men's Heavyweight I,1984,Summer
4565,12,15,Weightlifting Men's Heavyweight I,1988,Summer
4566,36,10,Trampolining Women's Individual,2008,Summer
4567,8,4,Sailing Mixed 2-3 Ton,1900,Summer
4568,12,20,Weightlifting Men's Middle-Heavyweight,1976,Summer
4569,2,2,Judo Women's Extra-Lightweight,2012,Summer
4570,2,5,Judo Men's Open Class,1984,Summer
4571,5,19,Athletics Men's Triple Jump,1928,Summer
4572,5,2,Athletics Women's 200 metres,1948,Summer
